Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSTO
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,VNM,East Asia & Pacific,Lower middle income,87.8284149169922
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,VUT,East Asia & Pacific,Lower middle income,22.1430797576904
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,WSM,East Asia & Pacific,Lower middle income,87.8578262329102
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,YEM,Middle East & North Africa,Low income,49.187255859375
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,ZAF,Sub-Saharan Africa,Upper middle income,72.2824630737305
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,ZMB,Sub-Saharan Africa,Low income,16.7000007629395
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2000.0,ZWE,Sub-Saharan Africa,Lower middle income,33.6548881530762
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,AFG,South Asia,Low income,4.07457399368286
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,AGO,Sub-Saharan Africa,Lower middle income,20
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ARG,Latin America & Caribbean,Upper middle income,95.5110626220703
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ARM,Europe & Central Asia,Upper middle income,100
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ATG,Latin America & Caribbean,High income,97.7852554321289
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,AZE,Europe & Central Asia,Upper middle income,98.6218032836914
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BDI,Sub-Saharan Africa,Low income,2.79742002487183
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BEN,Sub-Saharan Africa,Lower middle income,21.8999996185303
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BFA,Sub-Saharan Africa,Low income,9.52135181427002
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BGD,South Asia,Lower middle income,35.0326461791992
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BIH,Europe & Central Asia,Upper middle income,99.4000015258789
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BLZ,Latin America & Caribbean,Upper middle income,80.1969604492188
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BMU,North America,High income,100
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BOL,Latin America & Caribbean,Lower middle income,69.2585372924805
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BRA,Latin America & Caribbean,Upper middle income,96.0165252685547
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BRB,Latin America & Caribbean,High income,100
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BTN,South Asia,Lower middle income,40.0451316833496
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,BWA,Sub-Saharan Africa,Upper middle income,24.7999992370605
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CAF,Sub-Saharan Africa,Low income,5.7360520362854
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CAN,North America,High income,100
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CHL,Latin America & Caribbean,High income,97.1158065795898
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CHN,East Asia & Pacific,Upper middle income,97.2727890014648
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CIV,Sub-Saharan Africa,Lower middle income,49.6558570861816
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CMR,Sub-Saharan Africa,Lower middle income,46.2000007629395
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,COD,Sub-Saharan Africa,Low income,7.31436443328857
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,COG,Sub-Saharan Africa,Lower middle income,30.063591003418
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,COL,Latin America & Caribbean,Upper middle income,98.4700012207031
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,COM,Sub-Saharan Africa,Lower middle income,42.0186653137207
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CPV,Sub-Saharan Africa,Lower middle income,60.1615180969238
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CRI,Latin America & Caribbean,Upper middle income,98.2497787475586
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CUB,Latin America & Caribbean,Upper middle income,96.2262573242188
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,DJI,Middle East & North Africa,Lower middle income,56.3651428222656
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,DMA,Latin America & Caribbean,Upper middle income,82.2792129516602
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,DOM,Latin America & Caribbean,Upper middle income,89.7913589477539
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,DZA,Middle East & North Africa,Lower middle income,98.9668731689453
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ECU,Latin America & Caribbean,Upper middle income,94.0246200561523
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,EGY,Middle East & North Africa,Lower middle income,97.3440780639648
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ERI,Sub-Saharan Africa,Low income,30.3525619506836
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ETH,Sub-Saharan Africa,Low income,10.1624908447266
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,FJI,East Asia & Pacific,Upper middle income,77.0006790161133
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,FSM,East Asia & Pacific,Lower middle income,48.3374671936035
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GAB,Sub-Saharan Africa,Upper middle income,77.1408004760742
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GEO,Europe & Central Asia,Upper middle income,99.8053283691406
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GHA,Sub-Saharan Africa,Lower middle income,44.8375129699707
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GIN,Sub-Saharan Africa,Low income,16.4323844909668
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GMB,Sub-Saharan Africa,Low income,29.8700199127197
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GNQ,Sub-Saharan Africa,Upper middle income,65.5711898803711
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GRD,Latin America & Caribbean,Upper middle income,86.3716583251953
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GTM,Latin America & Caribbean,Upper middle income,73.7327270507813
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,GUY,Latin America & Caribbean,Upper middle income,75.1007385253906
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,HND,Latin America & Caribbean,Lower middle income,64.1999969482422
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,HTI,Latin America & Caribbean,Lower middle income,31.5423812866211
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,IDN,East Asia & Pacific,Lower middle income,86.2600021362305
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,IMN,Europe & Central Asia,High income,100
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,IND,South Asia,Lower middle income,55.7999992370605
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,IRL,Europe & Central Asia,High income,100
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,IRN,Middle East & North Africa,Lower middle income,98.1293029785156
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,IRQ,Middle East & North Africa,Upper middle income,97.0627975463867
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ISL,Europe & Central Asia,High income,100
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ISR,Middle East & North Africa,High income,100
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,ITA,Europe & Central Asia,High income,100
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,JAM,Latin America & Caribbean,Upper middle income,87.7081146240234
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,JOR,Middle East & North Africa,Upper middle income,98.9780654907227
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,JPN,East Asia & Pacific,High income,100
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KAZ,Europe & Central Asia,Upper middle income,99.6500015258789
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KEN,Sub-Saharan Africa,Lower middle income,17.0330848693848
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KGZ,Europe & Central Asia,Lower middle income,99.5810089111328
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KHM,East Asia & Pacific,Lower middle income,14.6247777938843
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KIR,East Asia & Pacific,Lower middle income,56.9190254211426
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KNA,Latin America & Caribbean,High income,93.5299987792969
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KOR,East Asia & Pacific,High income,100
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,KWT,Middle East & North Africa,High income,100
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LAO,East Asia & Pacific,Lower middle income,45.2667083740234
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LBN,Middle East & North Africa,Lower middle income,99.346565246582
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LBY,Middle East & North Africa,Upper middle income,97.1470565795898
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LCA,Latin America & Caribbean,Upper middle income,89.9000015258789
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LIE,Europe & Central Asia,High income,100
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LKA,South Asia,Lower middle income,63.5999984741211
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LSO,Sub-Saharan Africa,Lower middle income,1.25226926803589
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LTU,Europe & Central Asia,High income,100
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LUX,Europe & Central Asia,High income,100
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,LVA,Europe & Central Asia,High income,100
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MAC,East Asia & Pacific,High income,100
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MAF,Latin America & Caribbean,High income,100
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MAR,Middle East & North Africa,Lower middle income,71.347900390625
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MCO,Europe & Central Asia,High income,100
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MDA,Europe & Central Asia,Upper middle income,100
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MDG,Sub-Saharan Africa,Low income,14.8000001907349
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MDV,South Asia,Upper middle income,87.4862899780273
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MEX,Latin America & Caribbean,Upper middle income,97.1383209228516
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MHL,East Asia & Pacific,Upper middle income,69.9643249511719
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MKD,Europe & Central Asia,Upper middle income,100
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2001.0,MLI,Sub-Saharan Africa,Low income,10.8000001907349
