Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ACCSUR
Slovenia,SVN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,SVN,Europe & Central Asia,High income,100
Sweden,SWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,SWE,Europe & Central Asia,High income,100
Eswatini,SWZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,SWZ,Sub-Saharan Africa,Lower middle income,54.3245010375977
Sint Maarten (Dutch part),SXM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,SXM,Latin America & Caribbean,High income,100
Seychelles,SYC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,SYC,Sub-Saharan Africa,High income,99.1809234619141
Syrian Arab Republic,SYR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,SYR,Middle East & North Africa,Low income,99.2289123535156
Turks and Caicos Islands,TCA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TCA,Latin America & Caribbean,High income,99.8580093383789
Chad,TCD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TCD,Sub-Saharan Africa,Low income,10.0180931091309
Togo,TGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TGO,Sub-Saharan Africa,Low income,38.5089683532715
Thailand,THA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,THA,East Asia & Pacific,Upper middle income,99.9000015258789
Tajikistan,TJK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TJK,Europe & Central Asia,Lower middle income,99.6951217651367
Turkmenistan,TKM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TKM,Europe & Central Asia,Upper middle income,99.6999969482422
Timor-Leste,TLS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TLS,East Asia & Pacific,Lower middle income,69.5022201538086
Tonga,TON,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TON,East Asia & Pacific,Upper middle income,96.3373489379883
Trinidad and Tobago,TTO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TTO,Latin America & Caribbean,High income,100
Tunisia,TUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TUN,Middle East & North Africa,Lower middle income,99.8566741943359
Turkiye,TUR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TUR,Europe & Central Asia,Upper middle income,100
Tuvalu,TUV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TUV,East Asia & Pacific,Upper middle income,95.9886093139648
Tanzania,TZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,TZA,Sub-Saharan Africa,Lower middle income,32.984676361084
Uganda,UGA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,UGA,Sub-Saharan Africa,Low income,41.0122184753418
Ukraine,UKR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,UKR,Europe & Central Asia,Lower middle income,100
Uruguay,URY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,URY,Latin America & Caribbean,High income,99.3374862670898
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,USA,North America,High income,100
Uzbekistan,UZB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,UZB,Europe & Central Asia,Lower middle income,99.8958053588867
St. Vincent and the Grenadines,VCT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,VCT,Latin America & Caribbean,Upper middle income,86.5436477661133
British Virgin Islands,VGB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,VGB,Latin America & Caribbean,High income,97.7256469726563
Virgin Islands (U.S.),VIR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,VIR,Latin America & Caribbean,High income,100
Vietnam,VNM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,VNM,East Asia & Pacific,Lower middle income,99.0726776123047
Vanuatu,VUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,VUT,East Asia & Pacific,Lower middle income,77.7816009521484
Samoa,WSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,WSM,East Asia & Pacific,Lower middle income,98.0940475463867
Kosovo,XKX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,XKX,Europe & Central Asia,Upper middle income,
"Yemen, Rep.",YEM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,YEM,Middle East & North Africa,Low income,92.0068511962891
South Africa,ZAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,ZAF,Sub-Saharan Africa,Upper middle income,85.6782913208008
Zambia,ZMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,ZMB,Sub-Saharan Africa,Low income,44.0999984741211
Zimbabwe,ZWE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2000.0,ZWE,Sub-Saharan Africa,Lower middle income,85.4239273071289
Aruba,ABW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ABW,Latin America & Caribbean,High income,100
Afghanistan,AFG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,AFG,South Asia,Low income,73.5990371704102
Angola,AGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,AGO,Sub-Saharan Africa,Lower middle income,30
Albania,ALB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ALB,Europe & Central Asia,Upper middle income,100
Andorra,AND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,AND,Europe & Central Asia,High income,100
United Arab Emirates,ARE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ARE,Middle East & North Africa,High income,100
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ARG,Latin America & Caribbean,Upper middle income,96.6375961303711
Armenia,ARM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ARM,Europe & Central Asia,Upper middle income,100
American Samoa,ASM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ATG,Latin America & Caribbean,High income,99.9979400634766
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,AUS,East Asia & Pacific,High income,100
Austria,AUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,AUT,Europe & Central Asia,High income,100
Azerbaijan,AZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,AZE,Europe & Central Asia,Upper middle income,99.5657806396484
Burundi,BDI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BDI,Sub-Saharan Africa,Low income,50.7661781311035
Belgium,BEL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BEL,Europe & Central Asia,High income,100
Benin,BEN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BEN,Sub-Saharan Africa,Lower middle income,49.5999984741211
Burkina Faso,BFA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BFA,Sub-Saharan Africa,Low income,41.4424285888672
Bangladesh,BGD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BGD,South Asia,Lower middle income,77.6078948974609
Bulgaria,BGR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BGR,Europe & Central Asia,Upper middle income,100
Bahrain,BHR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BHR,Middle East & North Africa,High income,100
"Bahamas, The",BHS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BHS,Latin America & Caribbean,High income,100
Bosnia and Herzegovina,BIH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BIH,Europe & Central Asia,Upper middle income,100
Belarus,BLR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BLR,Europe & Central Asia,Upper middle income,100
Belize,BLZ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BLZ,Latin America & Caribbean,Upper middle income,95.6140594482422
Bermuda,BMU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BMU,North America,High income,100
Bolivia,BOL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BOL,Latin America & Caribbean,Lower middle income,94.2111358642578
Brazil,BRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BRA,Latin America & Caribbean,Upper middle income,99.2151184082031
Barbados,BRB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BRB,Latin America & Caribbean,High income,99.9873886108398
Brunei Darussalam,BRN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BRN,East Asia & Pacific,High income,100
Bhutan,BTN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BTN,South Asia,Lower middle income,97.0871200561523
Botswana,BWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,BWA,Sub-Saharan Africa,Upper middle income,37
Central African Republic,CAF,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CAF,Sub-Saharan Africa,Low income,13.8298826217651
Canada,CAN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CAN,North America,High income,100
Switzerland,CHE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CHE,Europe & Central Asia,High income,100
Channel Islands,CHI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CHI,Europe & Central Asia,High income,100
Chile,CHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CHL,Latin America & Caribbean,High income,99.5044708251953
China,CHN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CHN,East Asia & Pacific,Upper middle income,99.7928695678711
Cote d'Ivoire,CIV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CIV,Sub-Saharan Africa,Lower middle income,82.1313705444336
Cameroon,CMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CMR,Sub-Saharan Africa,Lower middle income,83.9503402709961
"Congo, Dem. Rep.",COD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,COD,Sub-Saharan Africa,Low income,23.8430118560791
"Congo, Rep.",COG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,COG,Sub-Saharan Africa,Lower middle income,46.9310417175293
Colombia,COL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,COL,Latin America & Caribbean,Upper middle income,99.9100036621094
Comoros,COM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,COM,Sub-Saharan Africa,Lower middle income,66.0304183959961
Cabo Verde,CPV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CPV,Sub-Saharan Africa,Lower middle income,82.4319915771484
Costa Rica,CRI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CRI,Latin America & Caribbean,Upper middle income,99.8741073608398
Cuba,CUB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CUB,Latin America & Caribbean,Upper middle income,99.7785491943359
Curacao,CUW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CUW,Latin America & Caribbean,High income,100
Cayman Islands,CYM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CYM,Latin America & Caribbean,High income,100
Cyprus,CYP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,CZE,Europe & Central Asia,High income,100
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,DEU,Europe & Central Asia,High income,100
Djibouti,DJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,DJI,Middle East & North Africa,Lower middle income,57.1705780029297
Dominica,DMA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,DNK,Europe & Central Asia,High income,100
Dominican Republic,DOM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,DOM,Latin America & Caribbean,Upper middle income,96.9494934082031
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,DZA,Middle East & North Africa,Lower middle income,99.4062271118164
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ECU,Latin America & Caribbean,Upper middle income,99.1644821166992
"Egypt, Arab Rep.",EGY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,EGY,Middle East & North Africa,Lower middle income,99.3182525634766
Eritrea,ERI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ERI,Sub-Saharan Africa,Low income,79.0200576782227
Spain,ESP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ESP,Europe & Central Asia,High income,100
Estonia,EST,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,EST,Europe & Central Asia,High income,100
Ethiopia,ETH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,ETH,Sub-Saharan Africa,Low income,79.2469635009766
Finland,FIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,FIN,Europe & Central Asia,High income,100
Fiji,FJI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,FJI,East Asia & Pacific,Upper middle income,91.8552780151367
France,FRA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,FRA,Europe & Central Asia,High income,100
Faroe Islands,FRO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,FRO,Europe & Central Asia,High income,100
"Micronesia, Fed. Sts.",FSM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,FSM,East Asia & Pacific,Lower middle income,72.1054763793945
Gabon,GAB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GAB,Sub-Saharan Africa,Upper middle income,91.3793640136719
United Kingdom,GBR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GBR,Europe & Central Asia,High income,100
Georgia,GEO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GEO,Europe & Central Asia,Upper middle income,99.8664779663086
Ghana,GHA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GHA,Sub-Saharan Africa,Lower middle income,79.0068206787109
Gibraltar,GIB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GIN,Sub-Saharan Africa,Low income,57.4196281433105
"Gambia, The",GMB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GMB,Sub-Saharan Africa,Low income,51.0047378540039
Guinea-Bissau,GNB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GNB,Sub-Saharan Africa,Low income,24.1996650695801
Equatorial Guinea,GNQ,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GNQ,Sub-Saharan Africa,Upper middle income,94.3519134521484
Greece,GRC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GRC,Europe & Central Asia,High income,100
Grenada,GRD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GRL,Europe & Central Asia,High income,100
Guatemala,GTM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GTM,Latin America & Caribbean,Upper middle income,93.2488784790039
Guam,GUM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GUM,East Asia & Pacific,High income,100
Guyana,GUY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,GUY,Latin America & Caribbean,Upper middle income,87.3009643554688
"Hong Kong SAR, China",HKG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,HKG,East Asia & Pacific,High income,100
Honduras,HND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,HND,Latin America & Caribbean,Lower middle income,94.6959533691406
Croatia,HRV,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,HRV,Europe & Central Asia,High income,100
Haiti,HTI,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,HTI,Latin America & Caribbean,Lower middle income,62.4640808105469
Hungary,HUN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,HUN,Europe & Central Asia,High income,100
Indonesia,IDN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2001.0,IDN,East Asia & Pacific,Lower middle income,95.7283782958984
