Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECLOSS
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TGO,Sub-Saharan Africa,Low income,47.4285714285714
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,THA,East Asia & Pacific,Upper middle income,7.90814465965804
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TJK,Europe & Central Asia,Lower middle income,15.041763178213
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TKM,Europe & Central Asia,Upper middle income,14.2508887760284
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TTO,Latin America & Caribbean,High income,7.30903095805092
Tunisia,TUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TUN,Middle East & North Africa,Lower middle income,10.5417138542846
Turkiye,TUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TUR,Europe & Central Asia,Upper middle income,19.0166663998335
Tuvalu,TUV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TUV,East Asia & Pacific,Upper middle income,
Tanzania,TZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,TZA,Sub-Saharan Africa,Lower middle income,22.1278317152104
Uganda,UGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,UGA,Sub-Saharan Africa,Low income,
Ukraine,UKR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,UKR,Europe & Central Asia,Lower middle income,18.0791620199803
Uruguay,URY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,URY,Latin America & Caribbean,High income,18.5292567211386
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,USA,North America,High income,5.69127036663988
Uzbekistan,UZB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,UZB,Europe & Central Asia,Lower middle income,9.08159781495391
St. Vincent and the Grenadines,VCT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,VCT,Latin America & Caribbean,Upper middle income,
British Virgin Islands,VGB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,VGB,Latin America & Caribbean,High income,
Virgin Islands (U.S.),VIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,VIR,Latin America & Caribbean,High income,
Vietnam,VNM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,VNM,East Asia & Pacific,Lower middle income,13.7683069161553
Vanuatu,VUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,VUT,East Asia & Pacific,Lower middle income,
Samoa,WSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,WSM,East Asia & Pacific,Lower middle income,
Kosovo,XKX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,XKX,Europe & Central Asia,Upper middle income,23.0300980723706
"Yemen, Rep.",YEM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,YEM,Middle East & North Africa,Low income,27.614331488494
South Africa,ZAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,ZAF,Sub-Saharan Africa,Upper middle income,8.20498756236859
Zambia,ZMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,ZMB,Sub-Saharan Africa,Low income,3.180302641703
Zimbabwe,ZWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000.0,ZWE,Sub-Saharan Africa,Lower middle income,20.3288062902073
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ABW,Latin America & Caribbean,High income,
Afghanistan,AFG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,AFG,South Asia,Low income,
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,AGO,Sub-Saharan Africa,Lower middle income,14.5299145299145
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ALB,Europe & Central Asia,Upper middle income,36.0857908847185
Andorra,AND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,AND,Europe & Central Asia,High income,
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ARE,Middle East & North Africa,High income,7.17594737329751
Argentina,ARG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ARG,Latin America & Caribbean,Upper middle income,14.2562281529157
Armenia,ARM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ARM,Europe & Central Asia,Upper middle income,26.1444734551784
American Samoa,ASM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ATG,Latin America & Caribbean,High income,
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,AUS,East Asia & Pacific,High income,8.09355004124585
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,AUT,Europe & Central Asia,High income,6.03926834460511
Azerbaijan,AZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,AZE,Europe & Central Asia,Upper middle income,13.4949920927781
Burundi,BDI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BEL,Europe & Central Asia,High income,4.9428883970592
Benin,BEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BEN,Sub-Saharan Africa,Lower middle income,
Burkina Faso,BFA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BFA,Sub-Saharan Africa,Low income,
Bangladesh,BGD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BGD,South Asia,Lower middle income,13.8741950321987
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BGR,Europe & Central Asia,Upper middle income,14.0924335002527
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BHR,Middle East & North Africa,High income,3.94034751676016
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BIH,Europe & Central Asia,Upper middle income,16.7418687723256
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BLR,Europe & Central Asia,Upper middle income,13.7852611419224
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BMU,North America,High income,
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BOL,Latin America & Caribbean,Lower middle income,10.4020100502513
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BRA,Latin America & Caribbean,Upper middle income,17.2379363668465
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BRN,East Asia & Pacific,High income,5.31213648701047
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,BWA,Sub-Saharan Africa,Upper middle income,17.7147918511957
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CAN,North America,High income,7.52229644952355
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CHE,Europe & Central Asia,High income,5.90503532325706
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CHL,Latin America & Caribbean,High income,7.35933789471209
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CHN,East Asia & Pacific,Upper middle income,6.97843072246242
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CIV,Sub-Saharan Africa,Lower middle income,13.4698055271238
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CMR,Sub-Saharan Africa,Lower middle income,25.6989550974301
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,COD,Sub-Saharan Africa,Low income,2.43206977524321
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,COG,Sub-Saharan Africa,Lower middle income,88.0239520958084
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,COL,Latin America & Caribbean,Upper middle income,19.3683532065743
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CRI,Latin America & Caribbean,Upper middle income,7.41289844329133
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CUB,Latin America & Caribbean,Upper middle income,15.5042813255768
Curacao,CUW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CYP,Europe & Central Asia,High income,6.56153196282737
Czech Republic,CZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,CZE,Europe & Central Asia,High income,6.61421989923755
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,DEU,Europe & Central Asia,High income,5.69853888906074
Djibouti,DJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,DNK,Europe & Central Asia,High income,6.29489252299292
Dominican Republic,DOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,DOM,Latin America & Caribbean,Upper middle income,11.20049988284
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,DZA,Middle East & North Africa,Lower middle income,16.2892018779343
Ecuador,ECU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ECU,Latin America & Caribbean,Upper middle income,24.5972850678733
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,EGY,Middle East & North Africa,Lower middle income,13.0940659446219
Eritrea,ERI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ERI,Sub-Saharan Africa,Low income,16.7381974248927
Spain,ESP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ESP,Europe & Central Asia,High income,7.71494892026756
Estonia,EST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,EST,Europe & Central Asia,High income,16.0792172580455
Ethiopia,ETH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,ETH,Sub-Saharan Africa,Low income,9.99005964214712
Finland,FIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,FIN,Europe & Central Asia,High income,3.949735520769
Fiji,FJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,FRA,Europe & Central Asia,High income,5.61870284584603
Faroe Islands,FRO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,FRO,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,GAB,Sub-Saharan Africa,Upper middle income,19.54513148543
United Kingdom,GBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,GBR,Europe & Central Asia,High income,8.3890388317014
Georgia,GEO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,GEO,Europe & Central Asia,Upper middle income,12.1810580942771
Ghana,GHA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001.0,GHA,Sub-Saharan Africa,Lower middle income,18.5647028884082
