Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECRENEW
Cuba,CUB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,CUB,Latin America & Caribbean,Upper middle income,930000000.0
Cyprus,CYP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,CYP,Europe & Central Asia,High income,0.0
Czech Republic,CZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,CZE,Europe & Central Asia,High income,523000000.0
Germany,DEU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,DEU,Europe & Central Asia,High income,15162000000.0
Denmark,DNK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,DNK,Europe & Central Asia,High income,5818000000.0
Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,DOM,Latin America & Caribbean,Upper middle income,32000000.0
Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,DZA,Middle East & North Africa,Lower middle income,0.0
Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ECU,Latin America & Caribbean,Upper middle income,0.0
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,EGY,Middle East & North Africa,Lower middle income,221000000.0
Eritrea,ERI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ERI,Sub-Saharan Africa,Low income,1000000.0
Spain,ESP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ESP,Europe & Central Asia,High income,8414000000.0
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,EST,Europe & Central Asia,High income,11000000.0
Ethiopia,ETH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ETH,Sub-Saharan Africa,Low income,1000000.0
Finland,FIN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,FIN,Europe & Central Asia,High income,8342000000.0
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,FRA,Europe & Central Asia,High income,3471000000.0
Gabon,GAB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GAB,Sub-Saharan Africa,Upper middle income,7000000.0
United Kingdom,GBR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GBR,Europe & Central Asia,High income,5493000000.0
Georgia,GEO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GEO,Europe & Central Asia,Upper middle income,0.0
Ghana,GHA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GHA,Sub-Saharan Africa,Lower middle income,0.0
Gibraltar,GIB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GIB,Europe & Central Asia,High income,0.0
Greece,GRC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GRC,Europe & Central Asia,High income,835000000.0
Guatemala,GTM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,GTM,Latin America & Caribbean,Upper middle income,610000000.0
"Hong Kong SAR, China",HKG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,HKG,East Asia & Pacific,High income,0.0
Honduras,HND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,HND,Latin America & Caribbean,Lower middle income,9000000.0
Croatia,HRV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,HRV,Europe & Central Asia,High income,0.0
Haiti,HTI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,HTI,Latin America & Caribbean,Lower middle income,0.0
Hungary,HUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,HUN,Europe & Central Asia,High income,71000000.0
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,IDN,East Asia & Pacific,Lower middle income,6039000000.0
India,IND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,IND,South Asia,Lower middle income,3983000000.0
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,IRL,Europe & Central Asia,High income,431000000.0
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,IRN,Middle East & North Africa,Lower middle income,34000000.0
Iraq,IRQ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,IRQ,Middle East & North Africa,Upper middle income,0.0
Iceland,ISL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ISL,Europe & Central Asia,High income,1451000000.0
Israel,ISR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ISR,Middle East & North Africa,High income,10000000.0
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ITA,Europe & Central Asia,High income,7537000000.0
Jamaica,JAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,JAM,Latin America & Caribbean,Upper middle income,170000000.0
Jordan,JOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,JOR,Middle East & North Africa,Upper middle income,8000000.0
Japan,JPN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,JPN,East Asia & Pacific,High income,13811000000.0
Kazakhstan,KAZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,KAZ,Europe & Central Asia,Upper middle income,0.0
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,KEN,Sub-Saharan Africa,Lower middle income,603000000.0
Kyrgyz Republic,KGZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,KGZ,Europe & Central Asia,Lower middle income,0.0
Cambodia,KHM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,KHM,East Asia & Pacific,Lower middle income,1000000.0
"Korea, Rep.",KOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,KOR,East Asia & Pacific,High income,107000000.0
Kuwait,KWT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,KWT,Middle East & North Africa,High income,0.0
Lebanon,LBN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,LBN,Middle East & North Africa,Lower middle income,0.0
Libya,LBY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,LBY,Middle East & North Africa,Upper middle income,0.0
Sri Lanka,LKA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,LKA,South Asia,Lower middle income,11000000.0
Lithuania,LTU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,LTU,Europe & Central Asia,High income,2000000.0
Luxembourg,LUX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,LUX,Europe & Central Asia,High income,50000000.0
Latvia,LVA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,LVA,Europe & Central Asia,High income,6000000.0
Morocco,MAR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MAR,Middle East & North Africa,Lower middle income,206000000.0
Moldova,MDA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MDA,Europe & Central Asia,Upper middle income,0.0
Mexico,MEX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MEX,Latin America & Caribbean,Upper middle income,8102000000.0
North Macedonia,MKD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MKD,Europe & Central Asia,Upper middle income,0.0
Malta,MLT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MLT,Middle East & North Africa,High income,0.0
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MMR,East Asia & Pacific,Lower middle income,0.0
Mongolia,MNG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MNG,East Asia & Pacific,Lower middle income,0.0
Mozambique,MOZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MOZ,Sub-Saharan Africa,Low income,0.0
Mauritius,MUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MUS,Sub-Saharan Africa,Upper middle income,478000000.0
Malaysia,MYS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,MYS,East Asia & Pacific,Upper middle income,1000000.0
Namibia,NAM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NAM,Sub-Saharan Africa,Upper middle income,0.0
Niger,NER,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NER,Sub-Saharan Africa,Low income,0.0
Nigeria,NGA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NGA,Sub-Saharan Africa,Lower middle income,0.0
Nicaragua,NIC,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NIC,Latin America & Caribbean,Lower middle income,302000000.0
Netherlands,NLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NLD,Europe & Central Asia,High income,3185000000.0
Norway,NOR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NOR,Europe & Central Asia,High income,282000000.0
Nepal,NPL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NPL,South Asia,Lower middle income,0.0
New Zealand,NZL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,NZL,East Asia & Pacific,High income,3471000000.0
Oman,OMN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,OMN,Middle East & North Africa,High income,0.0
Pakistan,PAK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PAK,South Asia,Lower middle income,0.0
Panama,PAN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PAN,Latin America & Caribbean,High income,23000000.0
Peru,PER,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PER,Latin America & Caribbean,Upper middle income,164000000.0
Philippines,PHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PHL,East Asia & Pacific,Lower middle income,10442000000.0
Poland,POL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,POL,Europe & Central Asia,High income,458000000.0
"Korea, Dem. People's Rep.",PRK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PRK,East Asia & Pacific,Low income,0.0
Portugal,PRT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PRT,Europe & Central Asia,High income,1707000000.0
Paraguay,PRY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,PRY,Latin America & Caribbean,Upper middle income,0.0
Qatar,QAT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,QAT,Middle East & North Africa,High income,0.0
Romania,ROU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,ROU,Europe & Central Asia,High income,0.0
Russian Federation,RUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,RUS,Europe & Central Asia,Upper middle income,117000000.0
Saudi Arabia,SAU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SAU,Middle East & North Africa,High income,0.0
Sudan,SDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SDN,Sub-Saharan Africa,Low income,0.0
Senegal,SEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SEN,Sub-Saharan Africa,Lower middle income,62000000.0
Singapore,SGP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SGP,East Asia & Pacific,High income,473000000.0
El Salvador,SLV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SLV,Latin America & Caribbean,Lower middle income,966000000.0
Serbia,SRB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SRB,Europe & Central Asia,Upper middle income,0.0
Suriname,SUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SUR,Latin America & Caribbean,Upper middle income,0.0
Slovak Republic,SVK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SVK,Europe & Central Asia,High income,154000000.0
Slovenia,SVN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SVN,Europe & Central Asia,High income,72000000.0
Sweden,SWE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SWE,Europe & Central Asia,High income,4261000000.0
Syrian Arab Republic,SYR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,SYR,Middle East & North Africa,Low income,0.0
Togo,TGO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TGO,Sub-Saharan Africa,Low income,1000000.0
Thailand,THA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,THA,East Asia & Pacific,Upper middle income,494000000.0
Tajikistan,TJK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TJK,Europe & Central Asia,Lower middle income,0.0
Turkmenistan,TKM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TKM,Europe & Central Asia,Upper middle income,0.0
Trinidad and Tobago,TTO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TTO,Latin America & Caribbean,High income,29000000.0
Tunisia,TUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TUN,Middle East & North Africa,Lower middle income,24000000.0
Turkiye,TUR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TUR,Europe & Central Asia,Upper middle income,336000000.0
Tanzania,TZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,TZA,Sub-Saharan Africa,Lower middle income,0.0
Ukraine,UKR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,UKR,Europe & Central Asia,Lower middle income,16000000.0
Uruguay,URY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,URY,Latin America & Caribbean,High income,37000000.0
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,USA,North America,High income,72174000000.0
Uzbekistan,UZB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2001.0,UZB,Europe & Central Asia,Lower middle income,0.0
